OrderID,OrderDate,Date,Month,Year,CustomerID,Region,Category,SubCategory,Product,Quantity,UnitPrice,Sales,Profit
1043,22-07-2023,22,7,2023,CUST184,West,Furniture,Tables,Table B,1,771,771,162.39
1044,21-11-2023,21,11,2023,CUST372,West,Furniture,Bookcases,Bookcase A,2,202,404,52.43
1045,28-08-2023,28,8,2023,CUST144,East,Technology,Laptops,Laptop A,1,205,205,23.4
1046,22-11-2023,22,11,2023,CUST464,West,OfficeSupplies,Art,Art B,3,664,1992,229.46
1047,12-12-2023,12,12,2023,CUST451,North,OfficeSupplies,Binders,Binder A,3,152,456,81.64
1048,04-11-2023,4,11,2023,CUST489,North,Furniture,Bookcases,Bookcase A,1,940,940,119.71
1049,04-12-2023,4,12,2023,CUST360,South,Furniture,Chairs,Chair C,1,783,783,92.56
1050,31-05-2023,31,5,2023,CUST415,West,OfficeSupplies,Binders,Binder A,3,267,801,145.78
1051,12-12-2023,12,12,2023,CUST112,West,Technology,Phones,Phone A,9,576,5184,529.63
1052,31-10-2023,31,10,2023,CUST254,South,Furniture,Chairs,Chair C,5,41,205,46.44
1053,09-01-2023,9,1,2023,CUST233,North,Furniture,Chairs,Chair A,3,663,1989,388.24
1054,11-05-2023,11,5,2023,CUST404,East,Technology,Accessories,Accessory B,8,58,464,95.57
1055,26-04-2023,26,4,2023,CUST075,North,Furniture,Bookcases,Bookcase A,1,972,972,201.27
1056,14-04-2023,14,4,2023,CUST340,North,Furniture,Chairs,Chair B,3,116,348,24.46
1057,09-04-2023,9,4,2023,CUST153,West,OfficeSupplies,Art,Art B,2,900,1800,199.93
1058,13-07-2023,13,7,2023,CUST310,East,Furniture,Tables,Table B,3,724,2172,540.59
1059,10-06-2023,10,6,2023,CUST068,East,Furniture,Chairs,Chair B,1,402,402,46.26
1060,15-05-2023,15,5,2023,CUST195,North,Furniture,Bookcases,Bookcase B,1,644,644,105.4
1061,22-01-2023,22,1,2023,CUST238,West,Technology,Accessories,Accessory A,6,234,1404,180.58
1062,21-09-2023,21,9,2023,CUST283,South,Furniture,Bookcases,Bookcase B,2,281,562,84.6
1063,11-10-2023,11,10,2023,CUST367,North,Furniture,Chairs,Chair B,1,457,457,43.89
1064,31-10-2023,31,10,2023,CUST147,South,Technology,Laptops,Laptop B,4,551,2204,448.98
1065,17-01-2023,17,1,2023,CUST172,West,Furniture,Chairs,Chair A,5,522,2610,323.72
1066,21-08-2023,21,8,2023,CUST037,South,OfficeSupplies,Art,Art A,8,353,2824,383.04
1067,30-06-2023,30,6,2023,CUST095,West,Technology,Phones,Phone C,3,704,2112,465.91
1068,10-07-2023,10,7,2023,CUST253,South,Furniture,Tables,Table B,5,932,4660,1026.26
1069,13-09-2023,13,9,2023,CUST323,South,Furniture,Bookcases,Bookcase A,2,797,1594,205.53
1070,23-02-2023,23,2,2023,CUST058,South,Technology,Laptops,Laptop B,3,876,2628,168.41
1071,24-04-2023,24,4,2023,CUST288,East,Furniture,Tables,Table B,6,667,4002,312.22
1072,04-06-2023,4,6,2023,CUST490,West,OfficeSupplies,Art,Art B,2,990,1980,392.34
1073,26-10-2023,26,10,2023,CUST246,East,OfficeSupplies,Binders,Binder A,7,481,3367,368.02
1074,26-01-2023,26,1,2023,CUST355,South,OfficeSupplies,Art,Art A,2,925,1850,318.76
1075,12-11-2023,12,11,2023,CUST391,South,Technology,Laptops,Laptop B,9,40,360,75.48
1076,17-11-2023,17,11,2023,CUST264,West,OfficeSupplies,Paper,Paper B,3,475,1425,79.12
1077,20-12-2023,20,12,2023,CUST322,East,OfficeSupplies,Paper,Paper A,7,963,6741,385.51
1078,02-06-2023,2,6,2023,CUST186,North,OfficeSupplies,Art,Art A,6,318,1908,423.73
1079,01-11-2023,1,11,2023,CUST180,West,Technology,Laptops,Laptop A,6,787,4722,576.26
1080,11-04-2023,11,4,2023,CUST481,East,Furniture,Tables,Table B,8,57,456,47.56
1081,18-04-2023,18,4,2023,CUST005,North,Technology,Phones,Phone B,7,200,1400,305.77
1082,16-12-2023,16,12,2023,CUST047,East,OfficeSupplies,Paper,Paper A,3,827,2481,192.7
1083,24-05-2023,24,5,2023,CUST269,South,OfficeSupplies,Paper,Paper A,2,640,1280,246.94
1084,27-05-2023,27,5,2023,CUST145,West,OfficeSupplies,Binders,Binder B,8,835,6680,913.18
1085,27-02-2023,27,2,2023,CUST439,West,Technology,Accessories,Accessory A,5,478,2390,579.65
1086,06-10-2023,6,10,2023,CUST127,West,OfficeSupplies,Paper,Paper B,9,912,8208,1081.74
1087,27-02-2023,27,2,2023,CUST122,East,OfficeSupplies,Paper,Paper B,1,755,755,75.54
1088,06-05-2023,6,5,2023,CUST118,West,OfficeSupplies,Art,Art B,9,492,4428,1049.09
1089,29-09-2023,29,9,2023,CUST189,West,Technology,Accessories,Accessory B,7,708,4956,797.28
1090,05-10-2023,5,10,2023,CUST349,West,Furniture,Chairs,Chair B,7,967,6769,673.83
1091,24-05-2023,24,5,2023,CUST435,West,Technology,Phones,Phone A,5,90,450,23.8
1092,08-08-2023,8,8,2023,CUST069,North,OfficeSupplies,Binders,Binder B,1,98,98,21.67
1093,23-07-2023,23,7,2023,CUST400,North,Furniture,Chairs,Chair A,5,555,2775,330.95
1094,11-09-2023,11,9,2023,CUST222,North,OfficeSupplies,Paper,Paper A,5,27,135,8.05
1095,03-09-2023,3,9,2023,CUST325,South,OfficeSupplies,Binders,Binder A,4,806,3224,329.42
1096,07-09-2023,7,9,2023,CUST147,East,Furniture,Bookcases,Bookcase A,1,329,329,61.45
1097,16-01-2023,16,1,2023,CUST280,North,OfficeSupplies,Art,Art B,7,262,1834,101.42
1098,09-06-2023,9,6,2023,CUST475,East,Technology,Phones,Phone A,4,668,2672,495.48
1099,12-06-2023,12,6,2023,CUST380,West,Technology,Laptops,Laptop A,1,933,933,198.02
1100,11-04-2023,11,4,2023,CUST268,East,OfficeSupplies,Paper,Paper A,3,581,1743,422.22
1101,26-11-2023,26,11,2023,CUST043,West,Technology,Accessories,Accessory A,2,257,514,35.41
1102,04-02-2023,4,2,2023,CUST215,North,OfficeSupplies,Binders,Binder B,1,94,94,10.7
1103,31-03-2023,31,3,2023,CUST418,West,OfficeSupplies,Paper,Paper B,3,621,1863,277.97
1104,10-11-2023,10,11,2023,CUST114,South,OfficeSupplies,Binders,Binder B,8,424,3392,453.13
1105,06-09-2023,6,9,2023,CUST164,North,OfficeSupplies,Paper,Paper B,5,461,2305,377.34
1106,15-08-2023,15,8,2023,CUST177,South,Furniture,Chairs,Chair B,3,552,1656,206.01
1107,06-04-2023,6,4,2023,CUST152,West,Technology,Phones,Phone A,7,194,1358,220.5
1108,25-09-2023,25,9,2023,CUST369,North,Technology,Laptops,Laptop A,7,529,3703,733.13
1109,21-12-2023,21,12,2023,CUST361,West,Technology,Phones,Phone A,1,885,885,133.68
1110,05-08-2023,5,8,2023,CUST342,East,Technology,Phones,Phone B,3,181,543,32.96
1111,21-08-2023,21,8,2023,CUST403,South,Furniture,Bookcases,Bookcase B,9,459,4131,997.06
1112,11-08-2023,11,8,2023,CUST384,West,Technology,Accessories,Accessory A,4,855,3420,508.23
1113,24-05-2023,24,5,2023,CUST373,East,Technology,Laptops,Laptop B,5,103,515,87.8
1114,22-02-2023,22,2,2023,CUST151,East,Technology,Laptops,Laptop B,9,43,387,26.41
1115,11-02-2023,11,2,2023,CUST186,South,Technology,Accessories,Accessory A,7,402,2814,449.97
1116,13-05-2023,13,5,2023,CUST163,East,Technology,Accessories,Accessory A,7,737,5159,620.02
1117,26-05-2023,26,5,2023,CUST239,South,OfficeSupplies,Paper,Paper B,9,78,702,152.61
1118,10-09-2023,10,9,2023,CUST230,North,Furniture,Tables,Table B,7,178,1246,236.98
1119,19-06-2023,19,6,2023,CUST393,South,Technology,Phones,Phone A,2,799,1598,305.62
1120,05-01-2023,5,1,2023,CUST029,South,Furniture,Chairs,Chair C,5,426,2130,526.81
1121,31-12-2023,31,12,2023,CUST321,East,OfficeSupplies,Art,Art B,6,504,3024,294.35
1122,23-11-2023,23,11,2023,CUST217,South,Furniture,Chairs,Chair B,4,808,3232,404.81
1123,02-10-2023,2,10,2023,CUST445,West,OfficeSupplies,Art,Art B,6,171,1026,138.35
1124,12-12-2023,12,12,2023,CUST019,East,Technology,Laptops,Laptop B,7,130,910,135.16
1125,21-05-2023,21,5,2023,CUST242,East,Technology,Laptops,Laptop A,4,480,1920,390.6
1126,27-12-2023,27,12,2023,CUST423,North,Technology,Laptops,Laptop A,1,391,391,65.17
1127,09-07-2023,9,7,2023,CUST191,East,Furniture,Chairs,Chair A,1,413,413,92.4
1128,27-04-2023,27,4,2023,CUST134,East,OfficeSupplies,Paper,Paper A,5,84,420,65.33
1129,22-07-2023,22,7,2023,CUST252,West,Technology,Accessories,Accessory A,5,680,3400,546.62
1130,20-01-2023,20,1,2023,CUST441,East,OfficeSupplies,Art,Art A,2,51,102,17.94
1131,14-01-2023,14,1,2023,CUST143,East,Technology,Accessories,Accessory B,1,377,377,71.4
1132,16-09-2023,16,9,2023,CUST144,South,OfficeSupplies,Binders,Binder B,7,957,6699,1561.21
1133,26-11-2023,26,11,2023,CUST224,South,Technology,Phones,Phone B,8,362,2896,408.72
1134,05-06-2023,5,6,2023,CUST373,North,Furniture,Chairs,Chair C,8,126,1008,88.33
1135,31-03-2023,31,3,2023,CUST136,South,Technology,Phones,Phone B,2,544,1088,71.32
1136,10-02-2023,10,2,2023,CUST228,South,Furniture,Bookcases,Bookcase B,6,963,5778,908.41
1137,31-07-2023,31,7,2023,CUST461,West,Furniture,Tables,Table B,3,257,771,183.58
1138,13-09-2023,13,9,2023,CUST197,East,OfficeSupplies,Binders,Binder A,9,454,4086,271.92
1139,13-10-2023,13,10,2023,CUST242,South,Technology,Laptops,Laptop A,5,123,615,81.33
1140,06-03-2023,6,3,2023,CUST146,East,Technology,Phones,Phone B,1,783,783,132.19
1141,04-03-2023,4,3,2023,CUST217,West,Furniture,Bookcases,Bookcase B,6,831,4986,1089.06
1142,08-04-2023,8,4,2023,CUST105,North,OfficeSupplies,Paper,Paper A,3,515,1545,161.73
1143,07-11-2023,7,11,2023,CUST006,West,Furniture,Chairs,Chair A,1,713,713,178.21
1144,24-12-2023,24,12,2023,CUST259,North,Technology,Phones,Phone B,5,27,135,27.51
1145,14-06-2023,14,6,2023,CUST202,North,OfficeSupplies,Paper,Paper A,3,149,447,43.9
1146,01-01-2023,1,1,2023,CUST051,South,Furniture,Bookcases,Bookcase A,4,450,1800,406.16
1147,15-10-2023,15,10,2023,CUST034,South,Technology,Phones,Phone B,8,555,4440,818.36
1148,11-06-2023,11,6,2023,CUST438,West,OfficeSupplies,Art,Art A,6,775,4650,716.25
1149,25-09-2023,25,9,2023,CUST449,West,Furniture,Chairs,Chair A,6,240,1440,233.55
1150,10-08-2023,10,8,2023,CUST251,North,Furniture,Tables,Table A,9,405,3645,279.95
1151,30-10-2023,30,10,2023,CUST407,West,Furniture,Chairs,Chair A,5,857,4285,762.18
1152,16-03-2023,16,3,2023,CUST435,South,Furniture,Tables,Table B,7,426,2982,517.24
1153,14-08-2023,14,8,2023,CUST294,East,Furniture,Tables,Table B,2,102,204,36.18
1154,01-12-2023,1,12,2023,CUST347,South,Furniture,Chairs,Chair B,3,451,1353,264.21
1155,06-09-2023,6,9,2023,CUST166,West,Technology,Accessories,Accessory A,1,988,988,229.31
1156,30-01-2023,30,1,2023,CUST247,West,OfficeSupplies,Binders,Binder B,3,85,255,61.18
1157,18-05-2023,18,5,2023,CUST184,South,Technology,Accessories,Accessory B,1,334,334,68.06
1158,06-12-2023,6,12,2023,CUST472,West,Technology,Accessories,Accessory A,5,550,2750,478.94
1159,24-07-2023,24,7,2023,CUST126,West,OfficeSupplies,Art,Art B,3,115,345,26.14
1160,02-07-2023,2,7,2023,CUST336,North,OfficeSupplies,Art,Art B,6,916,5496,979.25
1161,26-12-2023,26,12,2023,CUST388,East,Furniture,Tables,Table A,8,285,2280,522.94
1162,14-07-2023,14,7,2023,CUST155,East,Technology,Accessories,Accessory A,2,65,130,11.5
1163,04-10-2023,4,10,2023,CUST005,West,Furniture,Bookcases,Bookcase B,2,608,1216,145.34
1164,22-01-2023,22,1,2023,CUST405,South,Furniture,Tables,Table B,6,517,3102,486.66
1165,12-01-2023,12,1,2023,CUST346,West,Technology,Laptops,Laptop A,2,949,1898,286
1166,28-10-2023,28,10,2023,CUST411,South,Furniture,Tables,Table B,9,798,7182,1507.37
1167,01-05-2023,1,5,2023,CUST214,North,OfficeSupplies,Art,Art B,8,354,2832,230.51
1168,17-02-2023,17,2,2023,CUST061,South,OfficeSupplies,Paper,Paper B,1,30,30,6.71
1169,08-01-2023,8,1,2023,CUST113,West,Furniture,Chairs,Chair C,3,257,771,190.63
1170,30-10-2023,30,10,2023,CUST127,North,Furniture,Bookcases,Bookcase B,8,730,5840,567.78
1171,28-01-2023,28,1,2023,CUST471,South,Technology,Laptops,Laptop B,8,390,3120,622.42
1172,14-01-2023,14,1,2023,CUST187,North,OfficeSupplies,Binders,Binder B,8,887,7096,1367.19
1173,21-04-2023,21,4,2023,CUST407,West,OfficeSupplies,Art,Art B,2,510,1020,123.25
1174,15-01-2023,15,1,2023,CUST192,East,OfficeSupplies,Binders,Binder B,9,635,5715,716.99
1175,21-07-2023,21,7,2023,CUST039,North,Furniture,Tables,Table A,9,277,2493,230.08
1176,06-05-2023,6,5,2023,CUST300,South,Technology,Accessories,Accessory B,9,149,1341,159.02
1177,25-01-2023,25,1,2023,CUST068,South,Technology,Phones,Phone B,3,237,711,106.43
1178,21-04-2023,21,4,2023,CUST228,West,Furniture,Tables,Table B,6,38,228,36.83
1179,24-08-2023,24,8,2023,CUST083,West,Technology,Accessories,Accessory A,9,617,5553,680.89
1180,09-10-2023,9,10,2023,CUST320,North,Furniture,Bookcases,Bookcase A,2,447,894,108.37
1181,31-12-2023,31,12,2023,CUST454,North,Technology,Accessories,Accessory A,5,381,1905,185.63
1182,30-05-2023,30,5,2023,CUST277,South,Furniture,Bookcases,Bookcase B,6,586,3516,348.76
1183,04-01-2023,4,1,2023,CUST350,North,Technology,Phones,Phone B,8,827,6616,1445.35
1184,31-08-2023,31,8,2023,CUST031,South,Furniture,Tables,Table A,8,233,1864,459.43
1185,11-08-2023,11,8,2023,CUST006,South,Technology,Accessories,Accessory B,2,472,944,230.24
1186,04-01-2023,4,1,2023,CUST335,South,Furniture,Bookcases,Bookcase B,6,122,732,74.36
1187,03-03-2023,3,3,2023,CUST441,West,OfficeSupplies,Binders,Binder A,2,851,1702,267.23
1188,26-01-2023,26,1,2023,CUST435,North,Furniture,Bookcases,Bookcase B,5,330,1650,401.94
1189,20-11-2023,20,11,2023,CUST275,East,Technology,Accessories,Accessory A,4,229,916,180.68
1190,20-05-2023,20,5,2023,CUST047,South,Technology,Laptops,Laptop B,1,94,94,19.13
1191,07-02-2023,7,2,2023,CUST293,North,Technology,Phones,Phone A,4,849,3396,531.53
1192,10-06-2023,10,6,2023,CUST390,South,OfficeSupplies,Art,Art A,2,14,28,4.47
1193,18-05-2023,18,5,2023,CUST172,South,OfficeSupplies,Art,Art B,2,17,34,6.36
1194,25-03-2023,25,3,2023,CUST321,South,Technology,Phones,Phone A,5,333,1665,336.41
1195,07-02-2023,7,2,2023,CUST419,South,Technology,Accessories,Accessory B,1,585,585,126.43
1196,24-08-2023,24,8,2023,CUST434,North,Furniture,Tables,Table B,5,380,1900,471.55
1197,17-03-2023,17,3,2023,CUST483,East,Technology,Laptops,Laptop A,3,517,1551,307.45
1198,01-03-2023,1,3,2023,CUST320,South,Furniture,Tables,Table A,8,783,6264,1309.51
1199,27-09-2023,27,9,2023,CUST316,West,Technology,Accessories,Accessory A,3,729,2187,190.88
1200,05-12-2023,5,12,2023,CUST379,South,Furniture,Bookcases,Bookcase B,4,605,2420,545.57
1201,30-03-2023,30,3,2023,CUST402,South,Furniture,Chairs,Chair A,8,844,6752,930.61
1202,14-01-2023,14,1,2023,CUST288,South,OfficeSupplies,Art,Art B,3,641,1923,212.06
1203,23-01-2023,23,1,2023,CUST063,North,Technology,Laptops,Laptop B,1,669,669,81
1204,05-11-2023,5,11,2023,CUST104,West,Furniture,Bookcases,Bookcase B,8,951,7608,1206.4
1205,17-07-2023,17,7,2023,CUST134,East,OfficeSupplies,Paper,Paper A,3,395,1185,232.39
1206,11-02-2023,11,2,2023,CUST448,South,Furniture,Chairs,Chair C,4,19,76,17.16
1207,16-10-2023,16,10,2023,CUST500,South,Furniture,Chairs,Chair C,7,927,6489,1347.89
1208,07-02-2023,7,2,2023,CUST441,North,Technology,Laptops,Laptop A,1,415,415,82.5
1209,11-09-2023,11,9,2023,CUST196,West,OfficeSupplies,Art,Art A,6,838,5028,1018.13
1210,03-05-2023,3,5,2023,CUST330,South,OfficeSupplies,Binders,Binder B,1,122,122,26.14
1211,08-06-2023,8,6,2023,CUST303,North,Technology,Laptops,Laptop A,4,881,3524,266.05
1212,03-07-2023,3,7,2023,CUST015,North,OfficeSupplies,Paper,Paper B,8,265,2120,312.22
1213,20-11-2023,20,11,2023,CUST332,West,Technology,Accessories,Accessory B,2,415,830,147.93
1214,31-08-2023,31,8,2023,CUST420,South,OfficeSupplies,Paper,Paper A,4,798,3192,320.35
1215,10-03-2023,10,3,2023,CUST148,North,Technology,Laptops,Laptop B,8,554,4432,423.12
1216,23-01-2023,23,1,2023,CUST303,East,Technology,Phones,Phone B,8,962,7696,539.94
1217,21-04-2023,21,4,2023,CUST104,East,OfficeSupplies,Binders,Binder B,4,328,1312,272.92
1218,20-10-2023,20,10,2023,CUST328,South,OfficeSupplies,Binders,Binder A,1,608,608,75.93
1219,20-02-2023,20,2,2023,CUST029,South,OfficeSupplies,Binders,Binder B,8,301,2408,566.15
1220,14-09-2023,14,9,2023,CUST302,South,OfficeSupplies,Paper,Paper B,5,409,2045,169.95
1221,01-07-2023,1,7,2023,CUST471,South,Furniture,Tables,Table B,9,5,45,10.08
1222,24-02-2023,24,2,2023,CUST371,East,Furniture,Bookcases,Bookcase B,8,915,7320,950.14
1223,05-11-2023,5,11,2023,CUST137,West,Furniture,Chairs,Chair C,4,317,1268,64.57
1224,18-10-2023,18,10,2023,CUST063,South,Furniture,Tables,Table A,4,541,2164,481.93
1225,21-10-2023,21,10,2023,CUST386,East,Technology,Accessories,Accessory B,7,214,1498,218.96
1226,13-12-2023,13,12,2023,CUST017,East,OfficeSupplies,Paper,Paper A,3,186,558,47.58
1227,29-06-2023,29,6,2023,CUST198,North,OfficeSupplies,Art,Art A,5,860,4300,482.87
1228,12-10-2023,12,10,2023,CUST063,South,Technology,Phones,Phone C,6,670,4020,211.53
1229,18-02-2023,18,2,2023,CUST455,West,Technology,Phones,Phone B,1,88,88,12.48
1230,28-05-2023,28,5,2023,CUST118,North,OfficeSupplies,Art,Art A,6,480,2880,452.2
1231,26-12-2023,26,12,2023,CUST049,West,Furniture,Tables,Table B,7,773,5411,605.96
1232,03-08-2023,3,8,2023,CUST435,East,Furniture,Chairs,Chair B,8,727,5816,697.21
1233,07-06-2023,7,6,2023,CUST285,North,Furniture,Chairs,Chair A,1,433,433,54.36
1234,24-05-2023,24,5,2023,CUST424,North,OfficeSupplies,Binders,Binder B,3,22,66,7.18
1235,24-06-2023,24,6,2023,CUST498,North,Furniture,Bookcases,Bookcase B,2,506,1012,139.81
1236,24-04-2023,24,4,2023,CUST222,West,Furniture,Chairs,Chair C,6,951,5706,462.46
1237,21-09-2023,21,9,2023,CUST413,North,OfficeSupplies,Paper,Paper B,7,875,6125,1228.98
1238,23-09-2023,23,9,2023,CUST458,West,Technology,Phones,Phone C,3,882,2646,410.97
1239,28-03-2023,28,3,2023,CUST055,North,OfficeSupplies,Art,Art B,2,395,790,143.61
1240,17-11-2023,17,11,2023,CUST313,East,OfficeSupplies,Paper,Paper A,7,839,5873,565.07
1241,12-09-2023,12,9,2023,CUST328,North,Technology,Accessories,Accessory A,6,765,4590,963.82
1242,08-03-2023,8,3,2023,CUST051,West,OfficeSupplies,Paper,Paper A,1,608,608,59.36
1243,18-10-2023,18,10,2023,CUST096,East,Furniture,Bookcases,Bookcase A,8,82,656,111.94
1244,29-10-2023,29,10,2023,CUST491,North,Furniture,Chairs,Chair C,4,504,2016,370.17
1245,11-08-2023,11,8,2023,CUST311,South,Furniture,Tables,Table A,2,11,22,3.89
1246,10-06-2023,10,6,2023,CUST151,North,Technology,Phones,Phone A,5,151,755,56.29
1247,05-02-2023,5,2,2023,CUST285,East,Furniture,Bookcases,Bookcase B,2,518,1036,240.48
1248,16-07-2023,16,7,2023,CUST404,West,Furniture,Chairs,Chair C,2,711,1422,238.98
1249,20-01-2023,20,1,2023,CUST261,West,OfficeSupplies,Paper,Paper B,5,938,4690,960.36
1250,14-08-2023,14,8,2023,CUST053,North,OfficeSupplies,Paper,Paper A,3,504,1512,370.3
1251,30-12-2023,30,12,2023,CUST280,South,Technology,Accessories,Accessory A,1,718,718,117.15
1252,28-02-2023,28,2,2023,CUST494,South,OfficeSupplies,Binders,Binder B,7,132,924,79.85
1253,25-04-2023,25,4,2023,CUST209,South,Furniture,Bookcases,Bookcase A,9,556,5004,949.6
1254,08-10-2023,8,10,2023,CUST359,South,OfficeSupplies,Binders,Binder B,9,762,6858,1227.66
1255,04-01-2023,4,1,2023,CUST154,North,Technology,Accessories,Accessory B,2,731,1462,272.86
1256,22-11-2023,22,11,2023,CUST146,West,Furniture,Bookcases,Bookcase A,5,46,230,38.02
1257,03-02-2023,3,2,2023,CUST017,North,Furniture,Bookcases,Bookcase A,5,157,785,117.35
1258,17-03-2023,17,3,2023,CUST087,South,OfficeSupplies,Paper,Paper A,5,878,4390,342.44
1259,27-01-2023,27,1,2023,CUST313,West,Technology,Laptops,Laptop B,6,735,4410,747.42
1260,25-09-2023,25,9,2023,CUST237,North,OfficeSupplies,Binders,Binder B,9,825,7425,631.68
1261,22-06-2023,22,6,2023,CUST401,North,Furniture,Bookcases,Bookcase A,5,480,2400,490.04
1262,15-02-2023,15,2,2023,CUST064,North,Technology,Accessories,Accessory B,2,826,1652,326.45
1263,03-11-2023,3,11,2023,CUST181,South,OfficeSupplies,Binders,Binder A,4,375,1500,148.6
1264,29-05-2023,29,5,2023,CUST267,East,OfficeSupplies,Binders,Binder B,8,15,120,14.54
1265,23-04-2023,23,4,2023,CUST187,West,OfficeSupplies,Paper,Paper A,7,748,5236,854.94
1266,08-04-2023,8,4,2023,CUST055,North,OfficeSupplies,Paper,Paper B,8,762,6096,469.39
1267,08-11-2023,8,11,2023,CUST289,East,Furniture,Bookcases,Bookcase B,4,755,3020,309.41
1268,15-08-2023,15,8,2023,CUST244,East,Furniture,Chairs,Chair B,1,962,962,231.89
1269,20-07-2023,20,7,2023,CUST154,South,Technology,Phones,Phone A,2,505,1010,120.07
1270,23-10-2023,23,10,2023,CUST017,South,OfficeSupplies,Art,Art A,1,221,221,42.21
1271,14-04-2023,14,4,2023,CUST042,South,OfficeSupplies,Binders,Binder B,9,43,387,25.23
1272,17-08-2023,17,8,2023,CUST108,North,Furniture,Chairs,Chair C,3,482,1446,73.82
1273,12-01-2023,12,1,2023,CUST275,East,Furniture,Chairs,Chair B,5,48,240,50.76
1274,01-11-2023,1,11,2023,CUST445,North,Furniture,Chairs,Chair C,1,334,334,62.83
1275,30-10-2023,30,10,2023,CUST012,East,Furniture,Tables,Table A,8,343,2744,539.05
